barcode,first_type,second_type,celltype1,celltype2,x,y,prop1,prop2
embryo1_Pos7_cell287_z2,1,3,Presomitic-mesoderm,Low-quality,2.270525611,-1.178067592,1,0
embryo1_Pos7_cell287_z5,1,6,Presomitic-mesoderm,Dermomyotome,2.381914513,-0.715077995,1,0
embryo1_Pos7_cell288_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.259369511,-0.777358944,1,0
embryo1_Pos7_cell288_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.401232754,-1.431553681,1,0
embryo1_Pos7_cell289_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.26712715,-0.518571572,1,0
embryo1_Pos7_cell289_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.412985366,-1.183981852,1,0
embryo1_Pos7_cell29_z2,19,19,Gut-tube,Gut-tube,1.653079828,-0.971428919,1,0
embryo1_Pos7_cell290_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.259932285,-1.432566717,1,0
embryo1_Pos7_cell290_z5,1,6,Presomitic-mesoderm,Dermomyotome,2.393693675,-0.951688661,1,0
embryo1_Pos7_cell291_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.388452358,-0.901000974,1,0
embryo1_Pos7_cell292_z2,1,6,Presomitic-mesoderm,Dermomyotome,2.244951663,-0.628775782,1,0
embryo1_Pos7_cell292_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.3980667,-1.28527188,1,0
embryo1_Pos7_cell293_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.40023695,-0.77950084,1,0
embryo1_Pos7_cell294_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.26640068,-1.314820273,1,0
embryo1_Pos7_cell294_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.404866143,-0.670012609,1,0
embryo1_Pos7_cell295_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.266416091,-0.834959269,1,0
embryo1_Pos7_cell295_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.403955078,-0.832635421,1,0
embryo1_Pos7_cell296_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.257701457,-1.094145312,1,0
embryo1_Pos7_cell296_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.410971409,-0.741660192,1,0
embryo1_Pos7_cell297_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.267304451,-0.70760572,1,0
embryo1_Pos7_cell297_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.417282269,-1.079975971,1,0
embryo1_Pos7_cell298_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.292223782,-1.389493512,1,0
embryo1_Pos7_cell298_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.417294709,-0.698473229,1,0
embryo1_Pos7_cell299_z2,1,16,Presomitic-mesoderm,Haematoendothelial-progenitors,2.281692408,-0.883420369,1,0
embryo1_Pos7_cell3_z2,19,19,Gut-tube,Gut-tube,1.639913367,-1.189839929,1,0
embryo1_Pos7_cell3_z5,19,19,Gut-tube,Gut-tube,1.630494076,-1.188830166,1,0
embryo1_Pos7_cell30_z2,19,19,Gut-tube,Gut-tube,1.655550558,-1.024091753,1,0
embryo1_Pos7_cell30_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.673478673,-0.86648246,1,0
embryo1_Pos7_cell300_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.280646091,-1.247720706,1,0
embryo1_Pos7_cell300_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.420694604,-1.348951957,1,0
embryo1_Pos7_cell301_z5,1,6,Presomitic-mesoderm,Dermomyotome,2.428659634,-0.902020593,1,0
embryo1_Pos7_cell302_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.279263279,-0.63450089,1,0
embryo1_Pos7_cell302_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.429890892,-1.247848491,1,0
embryo1_Pos7_cell303_z2,1,16,Presomitic-mesoderm,Haematoendothelial-progenitors,2.281150174,-1.034982067,1,0
embryo1_Pos7_cell303_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.430654865,-1.470810911,1,0
embryo1_Pos7_cell304_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.284037305,-0.596188123,1,0
embryo1_Pos7_cell304_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.423569972,-1.386143521,1,0
embryo1_Pos7_cell305_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.285703115,-1.341814666,1,0
embryo1_Pos7_cell306_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.42646086,-1.313505978,1,0
embryo1_Pos7_cell307_z2,1,6,Presomitic-mesoderm,Dermomyotome,2.292347021,-0.746458692,1,0
embryo1_Pos7_cell307_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.432457058,-1.033692593,1,0
embryo1_Pos7_cell308_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.296537577,-1.269492482,1,0
embryo1_Pos7_cell309_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.315023478,-1.06933205,1,0
embryo1_Pos7_cell309_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.433526414,-0.819608291,1,0
embryo1_Pos7_cell31_z2,19,19,Gut-tube,Gut-tube,1.672240721,-0.996747745,1,0
embryo1_Pos7_cell31_z5,19,19,Gut-tube,Gut-tube,1.682394783,-1.117395012,1,0
embryo1_Pos7_cell310_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.30837919,-1.118951105,1,0
embryo1_Pos7_cell311_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.314360422,-1.015341761,1,0
embryo1_Pos7_cell311_z5,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.430943143,-0.780815255,1,0
embryo1_Pos7_cell312_z2,1,6,Presomitic-mesoderm,Dermomyotome,2.300463786,-0.563147428,1,0
embryo1_Pos7_cell313_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.307413228,-1.478196445,1,0
embryo1_Pos7_cell314_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.311513915,-0.784160402,1,0
embryo1_Pos7_cell314_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.464884243,-1.297404216,1,0
embryo1_Pos7_cell315_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.30954032,-1.308817468,1,0
embryo1_Pos7_cell316_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.309385261,-0.857800043,1,0
embryo1_Pos7_cell316_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.450449595,-1.431602986,1,0
embryo1_Pos7_cell317_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.316683713,-1.213502419,1,0
embryo1_Pos7_cell317_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.460720069,-0.840164395,1,0
embryo1_Pos7_cell319_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.324298435,-0.928718375,1,0
embryo1_Pos7_cell319_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.455086665,-1.394132777,1,0
embryo1_Pos7_cell32_z5,19,19,Gut-tube,Gut-tube,1.676344871,-1.002228029,1,0
embryo1_Pos7_cell320_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.330854466,-1.417261116,1,0
embryo1_Pos7_cell321_z2,1,6,Presomitic-mesoderm,Dermomyotome,2.314473913,-0.654817349,1,0
embryo1_Pos7_cell321_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.463030888,-1.053107989,1,0
embryo1_Pos7_cell322_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.32788452,-0.718113854,1,0
embryo1_Pos7_cell322_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.459429367,-1.357799357,1,0
embryo1_Pos7_cell323_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.331435721,-0.812829351,1,0
embryo1_Pos7_cell324_z2,1,6,Presomitic-mesoderm,Dermomyotome,2.345708405,-0.533887527,1,0
embryo1_Pos7_cell324_z5,1,18,Presomitic-mesoderm,Surface-ectoderm,2.467268867,-0.781658045,1,0
embryo1_Pos7_cell325_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.312344513,-0.620079095,1,0
embryo1_Pos7_cell326_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.336421603,-1.170428297,1,0
embryo1_Pos7_cell326_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.470402887,-1.088199039,1,0
embryo1_Pos7_cell327_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.316276605,-0.50959365,1,0
embryo1_Pos7_cell328_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.346308403,-1.461059411,1,0
embryo1_Pos7_cell328_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.479726451,-1.005768208,1,0
embryo1_Pos7_cell329_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.346951848,-0.976892603,1,0
embryo1_Pos7_cell33_z5,3,10,Low-quality,Endothelium,1.681920523,-0.565167795,1,0
embryo1_Pos7_cell330_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.347815577,-0.671922045,1,0
embryo1_Pos7_cell331_z2,1,6,Presomitic-mesoderm,Dermomyotome,2.326268886,-0.600860455,1,0
embryo1_Pos7_cell332_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.332649284,-1.346422468,1,0
embryo1_Pos7_cell333_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.334238948,-0.885606921,1,0
embryo1_Pos7_cell334_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.334748287,-1.264514398,1,0
embryo1_Pos7_cell334_z5,18,1,Surface-ectoderm,Presomitic-mesoderm,2.499782647,-0.962429439,1,0
embryo1_Pos7_cell335_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.352786104,-0.848918648,1,0
embryo1_Pos7_cell336_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.362084954,-0.58039295,1,0
embryo1_Pos7_cell337_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.35201019,-1.109698752,1,0
embryo1_Pos7_cell338_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.356967792,-0.625728393,1,0
embryo1_Pos7_cell339_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.366699139,-1.382127829,1,0
embryo1_Pos7_cell34_z2,19,19,Gut-tube,Gut-tube,1.686579,-1.04324493,1,0
embryo1_Pos7_cell34_z5,19,19,Gut-tube,Gut-tube,1.686943962,-1.035320973,1,0
embryo1_Pos7_cell340_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.355703564,-0.905461249,1,0
embryo1_Pos7_cell341_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.362438661,-1.302696665,1,0
embryo1_Pos7_cell342_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.371745512,-1.247766642,1,0
embryo1_Pos7_cell343_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.37056979,-1.036975059,1,0
embryo1_Pos7_cell344_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.364813862,-0.774602273,1,0
embryo1_Pos7_cell346_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.371788007,-1.144798167,1,0
embryo1_Pos7_cell347_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.370765282,-1.347406339,1,0
embryo1_Pos7_cell348_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.377675285,-1.075194353,1,0
embryo1_Pos7_cell349_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.378302341,-0.87705934,1,0
embryo1_Pos7_cell35_z2,19,3,Gut-tube,Low-quality,1.69744073,-0.963774417,1,0
embryo1_Pos7_cell350_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.378643039,-1.208068729,1,0
embryo1_Pos7_cell352_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.383229107,-0.712972895,1,0
embryo1_Pos7_cell353_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.398832092,-0.826857141,1,0
embryo1_Pos7_cell354_z2,1,6,Presomitic-mesoderm,Dermomyotome,2.392839442,-0.921358176,1,0
embryo1_Pos7_cell355_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.385030857,-1.432716711,1,0
embryo1_Pos7_cell356_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.3926519,-0.985053724,1,0
embryo1_Pos7_cell359_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.393875195,-1.105667494,1,0
embryo1_Pos7_cell36_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.68684478,-0.828721825,1,0
embryo1_Pos7_cell360_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.406390788,-0.751901227,1,0
embryo1_Pos7_cell362_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.417802071,-1.417787351,1,0
embryo1_Pos7_cell365_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.421972916,-1.320378966,1,0
embryo1_Pos7_cell366_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.433792838,-1.269882768,1,0
embryo1_Pos7_cell367_z2,1,19,Presomitic-mesoderm,Gut-tube,2.413887792,-1.148200109,1,0
embryo1_Pos7_cell368_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.414191808,-0.786261235,1,0
embryo1_Pos7_cell369_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.41687656,-1.214864503,1,0
embryo1_Pos7_cell37_z5,19,19,Gut-tube,Gut-tube,1.687598286,-1.083691181,1,0
embryo1_Pos7_cell370_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.425043811,-1.462481838,1,0
embryo1_Pos7_cell371_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.434439814,-1.377930241,1,0
embryo1_Pos7_cell372_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.443025597,-0.885750216,1,0
embryo1_Pos7_cell373_z2,1,19,Presomitic-mesoderm,Gut-tube,2.430759066,-1.117294778,1,0
embryo1_Pos7_cell374_z2,1,1,Presomitic-mesoderm,Presomitic-mesoderm,2.414882172,-1.069050406,1,0
embryo1_Pos7_cell375_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.428408093,-1.037610731,1,0
embryo1_Pos7_cell376_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.437913772,-1.236322025,1,0
embryo1_Pos7_cell377_z2,18,21,Surface-ectoderm,Mixed-mesenchymal-mesoderm,2.425092871,-0.545096536,1,0
embryo1_Pos7_cell378_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.427887589,-0.715962058,1,0
embryo1_Pos7_cell38_z5,19,19,Gut-tube,Gut-tube,1.697394138,-1.056436909,1,0
embryo1_Pos7_cell380_z2,6,1,Dermomyotome,Presomitic-mesoderm,2.431687248,-0.930582799,1,0
embryo1_Pos7_cell381_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.445502317,-1.012337465,1,0
embryo1_Pos7_cell384_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.442101354,-0.770116874,1,0
embryo1_Pos7_cell385_z2,21,18,Mixed-mesenchymal-mesoderm,Surface-ectoderm,2.46377026,-0.578729115,1,0
embryo1_Pos7_cell387_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.453108395,-1.074619881,1,0
embryo1_Pos7_cell388_z2,1,18,Presomitic-mesoderm,Surface-ectoderm,2.449214508,-0.81042864,1,0
embryo1_Pos7_cell39_z5,19,3,Gut-tube,Low-quality,1.701578075,-0.919669575,1,0
embryo1_Pos7_cell391_z2,18,18,Surface-ectoderm,Surface-ectoderm,2.471585497,-1.429247651,1,0
embryo1_Pos7_cell397_z2,18,1,Surface-ectoderm,Presomitic-mesoderm,2.473082197,-1.328867052,1,0
embryo1_Pos7_cell4_z2,3,19,Low-quality,Gut-tube,1.614849351,-1.156096796,1,0
embryo1_Pos7_cell4_z5,19,3,Gut-tube,Low-quality,1.617093769,-1.158158419,1,0
embryo1_Pos7_cell40_z2,19,5,Gut-tube,Spinal-cord,1.711936821,-1.197110008,1,0
embryo1_Pos7_cell400_z2,18,1,Surface-ectoderm,Presomitic-mesoderm,2.488877147,-1.029809745,1,0
embryo1_Pos7_cell401_z2,18,3,Surface-ectoderm,Low-quality,2.489355606,-1.37320399,1,0
embryo1_Pos7_cell404_z2,18,1,Surface-ectoderm,Presomitic-mesoderm,2.493877592,-0.991692149,1,0
embryo1_Pos7_cell409_z2,18,21,Surface-ectoderm,Mixed-mesenchymal-mesoderm,2.503304143,-0.91872594,1,0
embryo1_Pos7_cell41_z2,19,19,Gut-tube,Gut-tube,1.705083309,-1.149380542,1,0
embryo1_Pos7_cell42_z2,19,10,Gut-tube,Endothelium,1.690535034,-0.740146676,1,0
embryo1_Pos7_cell42_z5,19,3,Gut-tube,Low-quality,1.712970862,-0.981086541,1,0
embryo1_Pos7_cell43_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.730623318,-0.879707181,1,0
embryo1_Pos7_cell44_z5,3,19,Low-quality,Gut-tube,1.709045605,-0.942568343,1,0
embryo1_Pos7_cell45_z2,19,19,Gut-tube,Gut-tube,1.707191358,-1.476658289,1,0
embryo1_Pos7_cell45_z5,19,19,Gut-tube,Gut-tube,1.71668906,-1.111520422,1,0
embryo1_Pos7_cell46_z5,19,19,Gut-tube,Gut-tube,1.718836919,-1.080585815,1,0
embryo1_Pos7_cell47_z2,19,19,Gut-tube,Gut-tube,1.714189822,-1.250110361,1,0
embryo1_Pos7_cell48_z2,19,19,Gut-tube,Gut-tube,1.69812656,-1.10634262,1,0
embryo1_Pos7_cell48_z5,19,19,Gut-tube,Gut-tube,1.727430833,-1.038884295,1,0
embryo1_Pos7_cell49_z2,19,19,Gut-tube,Gut-tube,1.729496327,-1.227241788,1,0
embryo1_Pos7_cell49_z5,19,19,Gut-tube,Gut-tube,1.739087108,-1.448960176,1,0
embryo1_Pos7_cell5_z2,19,3,Gut-tube,Low-quality,1.611682694,-1.137964287,1,0
embryo1_Pos7_cell5_z5,19,19,Gut-tube,Gut-tube,1.625354441,-1.116662171,1,0
embryo1_Pos7_cell50_z2,19,19,Gut-tube,Gut-tube,1.718617583,-1.049718398,1,0
embryo1_Pos7_cell50_z5,19,5,Gut-tube,Spinal-cord,1.736243207,-1.227547348,1,0
embryo1_Pos7_cell51_z2,19,16,Gut-tube,Haematoendothelial-progenitors,1.718353833,-0.889542439,1,0
embryo1_Pos7_cell51_z5,19,3,Gut-tube,Low-quality,1.744863953,-1.48454599,1,0
embryo1_Pos7_cell52_z2,19,10,Gut-tube,Endothelium,1.722636836,-0.74843968,1,0
embryo1_Pos7_cell52_z5,19,3,Gut-tube,Low-quality,1.737472438,-0.933120938,1,0
embryo1_Pos7_cell53_z2,19,19,Gut-tube,Gut-tube,1.731936801,-1.446138739,1,0
embryo1_Pos7_cell53_z5,19,19,Gut-tube,Gut-tube,1.741407234,-1.153805146,1,0
embryo1_Pos7_cell54_z2,19,19,Gut-tube,Gut-tube,1.720576525,-1.103907331,1,0
embryo1_Pos7_cell54_z5,19,19,Gut-tube,Gut-tube,1.745918075,-1.063988186,1,0
embryo1_Pos7_cell55_z2,19,3,Gut-tube,Low-quality,1.729217312,-0.930855235,1,0
embryo1_Pos7_cell55_z5,19,19,Gut-tube,Gut-tube,1.751686363,-1.102162163,1,0
embryo1_Pos7_cell56_z5,19,19,Gut-tube,Gut-tube,1.749425986,-1.009792305,1,0
embryo1_Pos7_cell57_z2,19,19,Gut-tube,Gut-tube,1.737852844,-1.002108444,1,0
embryo1_Pos7_cell57_z5,19,19,Gut-tube,Gut-tube,1.751181206,-1.256619548,1,0
embryo1_Pos7_cell58_z2,19,19,Gut-tube,Gut-tube,1.743578825,-1.282858223,1,0
embryo1_Pos7_cell58_z5,19,19,Gut-tube,Gut-tube,1.76329399,-1.412676009,1,0
embryo1_Pos7_cell6_z2,19,19,Gut-tube,Gut-tube,1.634601844,-1.117373864,1,0
embryo1_Pos7_cell6_z5,19,19,Gut-tube,Gut-tube,1.618139858,-1.067016599,1,0
embryo1_Pos7_cell60_z5,19,19,Gut-tube,Gut-tube,1.775452819,-0.968833272,1,0
embryo1_Pos7_cell61_z2,19,3,Gut-tube,Low-quality,1.747895269,-0.961825726,1,0
embryo1_Pos7_cell61_z5,19,19,Gut-tube,Gut-tube,1.763307969,-1.290467886,1,0
embryo1_Pos7_cell62_z2,19,19,Gut-tube,Gut-tube,1.751622153,-0.871721076,1,0
embryo1_Pos7_cell62_z5,19,5,Gut-tube,Spinal-cord,1.775067008,-1.208093301,1,0
embryo1_Pos7_cell63_z2,19,16,Gut-tube,Haematoendothelial-progenitors,1.754969331,-0.651374649,1,0
embryo1_Pos7_cell63_z5,19,5,Gut-tube,Spinal-cord,1.779578987,-1.15384283,1,0
embryo1_Pos7_cell64_z5,19,19,Gut-tube,Gut-tube,1.76003495,-0.857387091,1,0
embryo1_Pos7_cell65_z2,19,19,Gut-tube,Gut-tube,1.749242373,-1.132154645,1,0
embryo1_Pos7_cell65_z5,19,19,Gut-tube,Gut-tube,1.781846449,-1.031683996,1,0
embryo1_Pos7_cell66_z2,19,10,Gut-tube,Endothelium,1.75084059,-0.778533419,1,0
embryo1_Pos7_cell66_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.775799326,-1.460149564,1,0
embryo1_Pos7_cell67_z2,19,5,Gut-tube,Spinal-cord,1.744008988,-1.171381462,1,0
embryo1_Pos7_cell67_z5,19,19,Gut-tube,Gut-tube,1.778075141,-1.110398172,1,0
embryo1_Pos7_cell68_z2,19,19,Gut-tube,Gut-tube,1.76156299,-1.099120486,1,0
embryo1_Pos7_cell68_z5,19,5,Gut-tube,Spinal-cord,1.78968906,-1.183174068,1,0
embryo1_Pos7_cell69_z2,19,19,Gut-tube,Gut-tube,1.761634223,-1.068951337,1,0
embryo1_Pos7_cell69_z5,19,19,Gut-tube,Gut-tube,1.777246319,-0.930048582,1,0
embryo1_Pos7_cell7_z2,19,19,Gut-tube,Gut-tube,1.617095691,-1.086414667,1,0
embryo1_Pos7_cell7_z5,19,19,Gut-tube,Gut-tube,1.61344464,-1.032979685,1,0
embryo1_Pos7_cell70_z5,19,14,Gut-tube,Forebrain-Midbrain-Hindbrain,1.781820826,-0.615376986,1,0
embryo1_Pos7_cell71_z5,19,19,Gut-tube,Gut-tube,1.790197103,-1.317868481,1,0
embryo1_Pos7_cell72_z2,19,19,Gut-tube,Gut-tube,1.764114857,-1.307206989,1,0
embryo1_Pos7_cell72_z5,19,19,Gut-tube,Gut-tube,1.772412274,-0.829070645,1,0
embryo1_Pos7_cell73_z2,19,19,Gut-tube,Gut-tube,1.765000796,-1.339272084,1,0
embryo1_Pos7_cell73_z5,19,5,Gut-tube,Spinal-cord,1.786604148,-0.684020217,1,0
embryo1_Pos7_cell74_z2,19,19,Gut-tube,Gut-tube,1.779145923,-1.443737321,1,0
embryo1_Pos7_cell74_z5,19,19,Gut-tube,Gut-tube,1.785662991,-0.731631267,1,0
embryo1_Pos7_cell75_z2,19,19,Gut-tube,Gut-tube,1.765810781,-1.019402366,1,0
embryo1_Pos7_cell76_z2,19,19,Gut-tube,Gut-tube,1.774892101,-1.390559737,1,0
embryo1_Pos7_cell77_z2,19,10,Gut-tube,Endothelium,1.791410473,-1.251617444,1,0
embryo1_Pos7_cell77_z5,19,19,Gut-tube,Gut-tube,1.796701502,-1.358388911,1,0
embryo1_Pos7_cell78_z2,5,19,Spinal-cord,Gut-tube,1.762982711,-1.189649762,1,0
embryo1_Pos7_cell78_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.802039775,-1.063739787,1,0
embryo1_Pos7_cell79_z2,19,19,Gut-tube,Gut-tube,1.768186448,-0.921175513,1,0
embryo1_Pos7_cell79_z5,19,19,Gut-tube,Gut-tube,1.792513833,-0.998246135,1,0
embryo1_Pos7_cell8_z2,19,19,Gut-tube,Gut-tube,1.630022232,-1.046664456,1,0
embryo1_Pos7_cell8_z5,19,19,Gut-tube,Gut-tube,1.616777061,-0.994981138,1,0
embryo1_Pos7_cell80_z2,19,19,Gut-tube,Gut-tube,1.773895777,-1.220507389,1,0
embryo1_Pos7_cell80_z5,19,19,Gut-tube,Gut-tube,1.790250429,-0.864382766,1,0
embryo1_Pos7_cell81_z2,19,19,Gut-tube,Gut-tube,1.792718274,-1.139282723,1,0
embryo1_Pos7_cell81_z5,16,19,Haematoendothelial-progenitors,Gut-tube,1.817127507,-1.466663651,1,0
embryo1_Pos7_cell82_z2,19,5,Gut-tube,Spinal-cord,1.789678664,-0.731795878,1,0
embryo1_Pos7_cell82_z5,19,10,Gut-tube,Endothelium,1.805712438,-1.386983307,1,0
embryo1_Pos7_cell83_z5,19,5,Gut-tube,Spinal-cord,1.796718552,-0.646372587,1,0
embryo1_Pos7_cell84_z2,19,5,Gut-tube,Spinal-cord,1.787409479,-0.685876836,1,0
embryo1_Pos7_cell85_z2,19,19,Gut-tube,Gut-tube,1.786761516,-1.041915572,1,0
embryo1_Pos7_cell87_z2,19,14,Gut-tube,Forebrain-Midbrain-Hindbrain,1.79665747,-0.567629457,1,0
embryo1_Pos7_cell88_z2,19,19,Gut-tube,Gut-tube,1.783248116,-0.842279057,1,0
embryo1_Pos7_cell88_z5,19,19,Gut-tube,Gut-tube,1.805405449,-0.806610107,1,0
embryo1_Pos7_cell89_z2,19,19,Gut-tube,Gut-tube,1.78318634,-0.888363318,1,0
embryo1_Pos7_cell89_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.806817676,-1.414775591,1,0
embryo1_Pos7_cell9_z2,19,19,Gut-tube,Gut-tube,1.621159809,-0.987758353,1,0
embryo1_Pos7_cell9_z5,19,19,Gut-tube,Gut-tube,1.623162868,-0.961958372,1,0
embryo1_Pos7_cell90_z2,19,10,Gut-tube,Endothelium,1.791882943,-1.286948577,1,0
embryo1_Pos7_cell90_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.801650029,-1.4491853,1,0
embryo1_Pos7_cell91_z2,19,1,Gut-tube,Presomitic-mesoderm,1.801070198,-0.775965874,1,0
embryo1_Pos7_cell92_z2,19,5,Gut-tube,Spinal-cord,1.792891903,-1.19138744,1,0
embryo1_Pos7_cell93_z2,19,1,Gut-tube,Presomitic-mesoderm,1.807537152,-0.810950145,1,0
embryo1_Pos7_cell93_z5,19,19,Gut-tube,Gut-tube,1.822420111,-1.166541823,1,0
embryo1_Pos7_cell94_z2,19,19,Gut-tube,Gut-tube,1.799140706,-1.349852564,1,0
embryo1_Pos7_cell97_z2,5,19,Spinal-cord,Gut-tube,1.820706564,-0.648064744,1,0
embryo1_Pos7_cell98_z2,19,16,Gut-tube,Haematoendothelial-progenitors,1.811423663,-1.078813441,1,0
embryo1_Pos8_cell10_z5,15,3,Neural-crest,Low-quality,0.622217699,-1.151380634,1,0
embryo1_Pos8_cell100_z2,18,18,Surface-ectoderm,Surface-ectoderm,0.824511358,-1.093336508,1,0
embryo1_Pos8_cell101_z2,18,15,Surface-ectoderm,Neural-crest,0.827636675,-1.277521516,1,0
embryo1_Pos8_cell103_z2,18,14,Surface-ectoderm,Forebrain-Midbrain-Hindbrain,0.836211248,-0.553550589,1,0
embryo1_Pos8_cell103_z5,18,19,Surface-ectoderm,Gut-tube,0.879492527,-1.176314428,1,0
embryo1_Pos8_cell104_z2,18,15,Surface-ectoderm,Neural-crest,0.84043565,-1.138679062,1,0
