barcode,first_type,second_type,celltype1,celltype2,x,y,prop1,prop2
embryo1_Pos8_cell107_z2,18,18,Surface-ectoderm,Surface-ectoderm,0.847003344,-1.210612252,1,0
embryo1_Pos8_cell108_z2,18,16,Surface-ectoderm,Haematoendothelial-progenitors,0.845329794,-0.508931446,1,0
embryo1_Pos8_cell108_z5,18,10,Surface-ectoderm,Endothelium,0.894368151,-1.006917286,1,0
embryo1_Pos8_cell109_z5,18,20,Surface-ectoderm,Intermediate-mesoderm,0.89511632,-0.960093206,1,0
embryo1_Pos8_cell11_z2,15,3,Neural-crest,Low-quality,0.623768699,-1.02823038,1,0
embryo1_Pos8_cell11_z5,10,15,Endothelium,Neural-crest,0.626017622,-1.099900348,1,0
embryo1_Pos8_cell110_z2,18,16,Surface-ectoderm,Haematoendothelial-progenitors,0.868183841,-0.790716686,1,0
embryo1_Pos8_cell110_z5,10,18,Endothelium,Surface-ectoderm,0.91318312,-0.583668954,1,0
embryo1_Pos8_cell113_z5,10,16,Endothelium,Haematoendothelial-progenitors,0.908294078,-0.737788987,1,0
embryo1_Pos8_cell114_z2,18,8,Surface-ectoderm,Lateral-plate-mesoderm,0.871622157,-1.300115777,1,0
embryo1_Pos8_cell115_z2,18,18,Surface-ectoderm,Surface-ectoderm,0.865302491,-1.244029133,1,0
embryo1_Pos8_cell116_z2,18,18,Surface-ectoderm,Surface-ectoderm,0.866801369,-1.066929936,1,0
embryo1_Pos8_cell118_z2,18,5,Surface-ectoderm,Spinal-cord,0.872810221,-1.004340768,1,0
embryo1_Pos8_cell12_z5,15,10,Neural-crest,Endothelium,0.62836306,-1.044019106,1,0
embryo1_Pos8_cell120_z2,18,10,Surface-ectoderm,Endothelium,0.880575932,-0.611855001,1,0
embryo1_Pos8_cell120_z5,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,0.911345587,-1.461011227,1,0
embryo1_Pos8_cell121_z2,18,10,Surface-ectoderm,Endothelium,0.879941491,-0.576064097,1,0
embryo1_Pos8_cell123_z2,18,8,Surface-ectoderm,Lateral-plate-mesoderm,0.899363812,-1.093414544,1,0
embryo1_Pos8_cell126_z2,18,8,Surface-ectoderm,Lateral-plate-mesoderm,0.889278636,-0.843423425,1,0
embryo1_Pos8_cell126_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.939778219,-1.480859149,1,0
embryo1_Pos8_cell13_z2,15,15,Neural-crest,Neural-crest,0.615952895,-0.950054561,1,0
embryo1_Pos8_cell13_z5,15,3,Neural-crest,Low-quality,0.616307233,-0.983919959,1,0
embryo1_Pos8_cell131_z2,18,20,Surface-ectoderm,Intermediate-mesoderm,0.89335544,-0.927198341,1,0
embryo1_Pos8_cell132_z2,18,16,Surface-ectoderm,Haematoendothelial-progenitors,0.900139615,-0.886448867,1,0
embryo1_Pos8_cell136_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.96456204,-1.225275471,1,0
embryo1_Pos8_cell139_z2,16,10,Haematoendothelial-progenitors,Endothelium,0.903734819,-0.71492723,1,0
embryo1_Pos8_cell14_z2,15,3,Neural-crest,Low-quality,0.633618514,-0.880597956,1,0
embryo1_Pos8_cell14_z5,15,15,Neural-crest,Neural-crest,0.6435141,-0.940581046,1,0
embryo1_Pos8_cell140_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.915228973,-1.43805933,1,0
embryo1_Pos8_cell141_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.965551122,-1.458060751,1,0
embryo1_Pos8_cell146_z5,8,10,Lateral-plate-mesoderm,Endothelium,0.982894842,-1.023019412,1,0
embryo1_Pos8_cell148_z5,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,0.999476681,-0.733341189,1,0
embryo1_Pos8_cell149_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.944316551,-1.464215734,1,0
embryo1_Pos8_cell149_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.996224146,-0.977110878,1,0
embryo1_Pos8_cell15_z2,3,15,Low-quality,Neural-crest,0.612912132,-0.862844391,1,0
embryo1_Pos8_cell15_z5,15,3,Neural-crest,Low-quality,0.618717612,-0.898956333,1,0
embryo1_Pos8_cell151_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.942420802,-1.48920147,1,0
embryo1_Pos8_cell151_z5,8,10,Lateral-plate-mesoderm,Endothelium,0.994308275,-1.068759359,1,0
embryo1_Pos8_cell152_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,0.990034038,-1.410430316,1,0
embryo1_Pos8_cell153_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.991397869,-1.270479782,1,0
embryo1_Pos8_cell154_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.983900543,-0.515869077,1,0
embryo1_Pos8_cell155_z2,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,0.940899998,-1.413330318,1,0
embryo1_Pos8_cell156_z2,8,18,Lateral-plate-mesoderm,Surface-ectoderm,0.940811328,-1.247473978,1,0
embryo1_Pos8_cell156_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.017911557,-1.200923116,1,0
embryo1_Pos8_cell158_z5,8,10,Lateral-plate-mesoderm,Endothelium,1.001733299,-0.666694216,1,0
embryo1_Pos8_cell16_z2,15,3,Neural-crest,Low-quality,0.632973258,-0.826184255,1,0
embryo1_Pos8_cell16_z5,15,3,Neural-crest,Low-quality,0.622032293,-0.856874054,1,0
embryo1_Pos8_cell160_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.006192765,-1.453189639,1,0
embryo1_Pos8_cell162_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.96866406,-1.270965734,1,0
embryo1_Pos8_cell164_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.014049836,-0.581777937,1,0
embryo1_Pos8_cell165_z5,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,1.027546862,-1.396436871,1,0
embryo1_Pos8_cell166_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.014494261,-0.819188493,1,0
embryo1_Pos8_cell167_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.015560074,-1.101986438,1,0
embryo1_Pos8_cell168_z2,10,8,Endothelium,Lateral-plate-mesoderm,0.960969175,-1.054504666,1,0
embryo1_Pos8_cell169_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.976005242,-1.438291006,1,0
embryo1_Pos8_cell169_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.00628032,-1.342353612,1,0
embryo1_Pos8_cell17_z2,15,3,Neural-crest,Low-quality,0.611428551,-0.801442642,1,0
embryo1_Pos8_cell17_z5,15,3,Neural-crest,Low-quality,0.61987987,-0.818578322,1,0
embryo1_Pos8_cell170_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.991898051,-0.696750119,1,0
embryo1_Pos8_cell170_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.015034885,-0.947717897,1,0
embryo1_Pos8_cell172_z2,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,0.980969014,-0.942244759,1,0
embryo1_Pos8_cell173_z5,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,1.019477678,-0.519411439,1,0
embryo1_Pos8_cell175_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.034241242,-1.012371391,1,0
embryo1_Pos8_cell176_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.99465764,-0.598607718,1,0
embryo1_Pos8_cell176_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.031866794,-1.304838515,1,0
embryo1_Pos8_cell177_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.997207932,-1.468262831,1,0
embryo1_Pos8_cell177_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.050192289,-0.616984986,1,0
embryo1_Pos8_cell178_z2,8,10,Lateral-plate-mesoderm,Endothelium,1.016385287,-1.187779453,1,0
embryo1_Pos8_cell178_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.029015549,-1.052560443,1,0
embryo1_Pos8_cell179_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.006770778,-0.556388094,1,0
embryo1_Pos8_cell180_z2,8,10,Lateral-plate-mesoderm,Endothelium,0.994579566,-0.984806078,1,0
embryo1_Pos8_cell181_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.020913166,-0.737764525,1,0
embryo1_Pos8_cell181_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.05432836,-1.118250519,1,0
embryo1_Pos8_cell182_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.001428376,-0.645782999,1,0
embryo1_Pos8_cell182_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.047062338,-1.352044843,1,0
embryo1_Pos8_cell183_z2,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,0.988118217,-1.305805919,1,0
embryo1_Pos8_cell183_z5,20,8,Intermediate-mesoderm,Lateral-plate-mesoderm,1.042375903,-0.690909707,1,0
embryo1_Pos8_cell184_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,0.995076142,-1.402950072,1,0
embryo1_Pos8_cell184_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.067545936,-0.66336489,1,0
embryo1_Pos8_cell185_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.049478935,-0.548545954,1,0
embryo1_Pos8_cell186_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.012833704,-1.070108978,1,0
embryo1_Pos8_cell186_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.044381655,-0.933391099,1,0
embryo1_Pos8_cell187_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.011243155,-1.02961752,1,0
embryo1_Pos8_cell187_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.05234903,-0.884063204,1,0
embryo1_Pos8_cell189_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.012178881,-1.328123002,1,0
embryo1_Pos8_cell19_z2,3,18,Low-quality,Surface-ectoderm,0.619386999,-0.738203813,1,0
embryo1_Pos8_cell19_z5,18,3,Surface-ectoderm,Low-quality,0.636708507,-0.723826795,1,0
embryo1_Pos8_cell190_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.058434133,-1.083755782,1,0
embryo1_Pos8_cell191_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.059161423,-1.041223993,1,0
embryo1_Pos8_cell192_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.017499036,-1.283975513,1,0
embryo1_Pos8_cell192_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.071121843,-0.977003175,1,0
embryo1_Pos8_cell193_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.069169932,-0.586281396,1,0
embryo1_Pos8_cell194_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.026174967,-1.106910937,1,0
embryo1_Pos8_cell195_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.03343906,-1.369105649,1,0
embryo1_Pos8_cell196_z5,8,13,Lateral-plate-mesoderm,Allantois,1.052256375,-1.236717208,1,0
embryo1_Pos8_cell197_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.032965726,-0.925773077,1,0
embryo1_Pos8_cell197_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.063967077,-1.320184552,1,0
embryo1_Pos8_cell198_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.023801735,-1.430721324,1,0
embryo1_Pos8_cell198_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.081035511,-0.8440672,1,0
embryo1_Pos8_cell199_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.019532093,-1.00214578,1,0
embryo1_Pos8_cell199_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.070564738,-1.147432621,1,0
embryo1_Pos8_cell20_z2,3,18,Low-quality,Surface-ectoderm,0.640789091,-0.71408618,1,0
embryo1_Pos8_cell200_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.035781869,-1.399500232,1,0
embryo1_Pos8_cell201_z5,8,19,Lateral-plate-mesoderm,Gut-tube,1.075406295,-0.918273531,1,0
embryo1_Pos8_cell202_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.035418417,-0.585129854,1,0
embryo1_Pos8_cell203_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.038128957,-0.975768081,1,0
embryo1_Pos8_cell203_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.088746089,-1.226533005,1,0
embryo1_Pos8_cell204_z2,8,21,Lateral-plate-mesoderm,Mixed-mesenchymal-mesoderm,1.05387674,-0.786537082,1,0
embryo1_Pos8_cell204_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.092862853,-1.180096517,1,0
embryo1_Pos8_cell205_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.050864486,-0.621815166,1,0
embryo1_Pos8_cell205_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.08572377,-1.011294073,1,0
embryo1_Pos8_cell206_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.070894174,-0.837110037,1,0
embryo1_Pos8_cell206_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.07655071,-0.949006082,1,0
embryo1_Pos8_cell207_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.038175902,-0.68238375,1,0
embryo1_Pos8_cell208_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.055419158,-1.135471604,1,0
embryo1_Pos8_cell208_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.096767185,-1.057465734,1,0
embryo1_Pos8_cell21_z2,14,18,Forebrain-Midbrain-Hindbrain,Surface-ectoderm,0.612008215,-0.680884812,1,0
embryo1_Pos8_cell210_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.046164324,-0.654298642,1,0
embryo1_Pos8_cell210_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.09538804,-0.54324943,1,0
embryo1_Pos8_cell211_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.044756712,-1.329005703,1,0
embryo1_Pos8_cell212_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.099993326,-1.098628893,1,0
embryo1_Pos8_cell213_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.058226106,-0.560605603,1,0
embryo1_Pos8_cell215_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.065990375,-1.075661532,1,0
embryo1_Pos8_cell216_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.052849762,-1.041702293,1,0
embryo1_Pos8_cell216_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.113843272,-1.138882854,1,0
embryo1_Pos8_cell217_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.079427219,-1.297684421,1,0
embryo1_Pos8_cell218_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.104619184,-0.936437687,1,0
embryo1_Pos8_cell220_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.075142597,-1.014100777,1,0
embryo1_Pos8_cell221_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.074049855,-0.699860265,1,0
embryo1_Pos8_cell222_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.078667984,-1.198470367,1,0
embryo1_Pos8_cell223_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.070148391,-0.594593061,1,0
embryo1_Pos8_cell224_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.077401734,-0.952345075,1,0
embryo1_Pos8_cell224_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.124465846,-0.828551219,1,0
embryo1_Pos8_cell228_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.095464242,-0.530105124,1,0
embryo1_Pos8_cell229_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.088105103,-0.979082867,1,0
embryo1_Pos8_cell231_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.106005175,-1.107336124,1,0
embryo1_Pos8_cell232_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.088789265,-1.144851895,1,0
embryo1_Pos8_cell236_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.099829713,-1.252109144,1,0
embryo1_Pos8_cell236_z5,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.343706985,-1.330190459,1,0
embryo1_Pos8_cell237_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.108002828,-0.630335256,1,0
embryo1_Pos8_cell237_z5,2,8,Splanchnic-mesoderm,Lateral-plate-mesoderm,1.362097091,-0.612153215,1,0
embryo1_Pos8_cell238_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.102052475,-0.573226032,1,0
embryo1_Pos8_cell241_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.376528867,-0.565104775,1,0
embryo1_Pos8_cell243_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.123654081,-0.597796503,1,0
embryo1_Pos8_cell244_z5,8,13,Lateral-plate-mesoderm,Allantois,1.372475737,-0.740049417,1,0
embryo1_Pos8_cell245_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.131975782,-0.509519993,1,0
embryo1_Pos8_cell248_z5,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.388339757,-1.307462157,1,0
embryo1_Pos8_cell25_z5,15,15,Neural-crest,Neural-crest,0.643284689,-0.989084184,1,0
embryo1_Pos8_cell250_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.133657556,-0.551504543,1,0
embryo1_Pos8_cell251_z5,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.387426267,-0.640812458,1,0
embryo1_Pos8_cell252_z5,8,3,Lateral-plate-mesoderm,Low-quality,1.393271948,-0.860229061,1,0
embryo1_Pos8_cell253_z5,8,13,Lateral-plate-mesoderm,Allantois,1.397202833,-0.710278614,1,0
embryo1_Pos8_cell255_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.401964935,-1.190864116,1,0
embryo1_Pos8_cell257_z5,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.398707574,-0.800317362,1,0
embryo1_Pos8_cell258_z5,8,3,Lateral-plate-mesoderm,Low-quality,1.401873866,-0.933073493,1,0
embryo1_Pos8_cell26_z2,15,15,Neural-crest,Neural-crest,0.652531789,-0.924746736,1,0
embryo1_Pos8_cell260_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.403288241,-1.247344703,1,0
embryo1_Pos8_cell264_z5,8,3,Lateral-plate-mesoderm,Low-quality,1.428923854,-1.07840159,1,0
embryo1_Pos8_cell266_z5,8,3,Lateral-plate-mesoderm,Low-quality,1.43155512,-0.682100918,1,0
embryo1_Pos8_cell268_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.418426363,-0.754251436,1,0
embryo1_Pos8_cell27_z5,15,10,Neural-crest,Endothelium,0.649944793,-1.124158405,1,0
embryo1_Pos8_cell270_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.413878451,-1.223115515,1,0
embryo1_Pos8_cell271_z5,8,19,Lateral-plate-mesoderm,Gut-tube,1.432274745,-1.273586534,1,0
embryo1_Pos8_cell272_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.323585144,-0.641956739,1,0
embryo1_Pos8_cell272_z5,8,10,Lateral-plate-mesoderm,Endothelium,1.416986423,-0.587860754,1,0
embryo1_Pos8_cell273_z5,8,10,Lateral-plate-mesoderm,Endothelium,1.438638561,-0.62764359,1,0
embryo1_Pos8_cell274_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.365458736,-0.600938101,1,0
embryo1_Pos8_cell274_z5,19,3,Gut-tube,Low-quality,1.446643438,-1.395502812,1,0
embryo1_Pos8_cell275_z5,8,19,Lateral-plate-mesoderm,Gut-tube,1.429590653,-1.309001141,1,0
embryo1_Pos8_cell276_z5,2,8,Splanchnic-mesoderm,Lateral-plate-mesoderm,1.438458591,-0.973897654,1,0
embryo1_Pos8_cell278_z5,8,16,Lateral-plate-mesoderm,Haematoendothelial-progenitors,1.440279183,-0.543821273,1,0
embryo1_Pos8_cell279_z5,19,19,Gut-tube,Gut-tube,1.447658718,-1.483351817,1,0
embryo1_Pos8_cell28_z2,15,10,Neural-crest,Endothelium,0.648604067,-1.088645189,1,0
embryo1_Pos8_cell28_z5,15,15,Neural-crest,Neural-crest,0.645917689,-0.876934694,1,0
embryo1_Pos8_cell281_z2,8,13,Lateral-plate-mesoderm,Allantois,1.36747215,-0.756121621,1,0
embryo1_Pos8_cell281_z5,8,19,Lateral-plate-mesoderm,Gut-tube,1.445303862,-1.233586728,1,0
embryo1_Pos8_cell282_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.373390005,-0.671010792,1,0
embryo1_Pos8_cell282_z5,19,3,Gut-tube,Low-quality,1.446925005,-1.445371908,1,0
embryo1_Pos8_cell284_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.377522145,-0.798009913,1,0
embryo1_Pos8_cell284_z5,19,8,Gut-tube,Lateral-plate-mesoderm,1.452405058,-1.3403485,1,0
embryo1_Pos8_cell285_z2,8,19,Lateral-plate-mesoderm,Gut-tube,1.392276131,-1.352327018,1,0
embryo1_Pos8_cell286_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.38021465,-0.845976691,1,0
embryo1_Pos8_cell286_z5,8,3,Lateral-plate-mesoderm,Low-quality,1.449530832,-0.736105568,1,0
embryo1_Pos8_cell287_z2,8,13,Lateral-plate-mesoderm,Allantois,1.381529279,-1.22144065,1,0
embryo1_Pos8_cell287_z5,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.450720689,-1.199992338,1,0
embryo1_Pos8_cell288_z5,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.454946276,-0.938560367,1,0
embryo1_Pos8_cell289_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.381417891,-1.316049152,1,0
embryo1_Pos8_cell29_z2,15,15,Neural-crest,Neural-crest,0.643976694,-0.964803772,1,0
embryo1_Pos8_cell291_z2,8,3,Lateral-plate-mesoderm,Low-quality,1.391192673,-0.88990666,1,0
embryo1_Pos8_cell292_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.416154343,-1.306459756,1,0
embryo1_Pos8_cell292_z5,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.472312563,-1.085857997,1,0
embryo1_Pos8_cell293_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.406093763,-0.627891477,1,0
embryo1_Pos8_cell294_z2,8,5,Lateral-plate-mesoderm,Spinal-cord,1.392164343,-0.542325178,1,0
embryo1_Pos8_cell296_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.41136948,-0.696582933,1,0
embryo1_Pos8_cell297_z2,19,19,Gut-tube,Gut-tube,1.423320047,-1.481734992,1,0
embryo1_Pos8_cell299_z5,19,8,Gut-tube,Lateral-plate-mesoderm,1.479531715,-1.28494624,1,0
embryo1_Pos8_cell300_z2,8,2,Lateral-plate-mesoderm,Splanchnic-mesoderm,1.414041501,-0.961040771,1,0
embryo1_Pos8_cell300_z5,19,19,Gut-tube,Gut-tube,1.50758242,-1.265765154,1,0
embryo1_Pos8_cell301_z5,19,19,Gut-tube,Gut-tube,1.481354023,-1.373527455,1,0
embryo1_Pos8_cell304_z2,3,8,Low-quality,Lateral-plate-mesoderm,1.409341318,-0.92178548,1,0
embryo1_Pos8_cell305_z2,3,8,Low-quality,Lateral-plate-mesoderm,1.422116421,-0.863403272,1,0
embryo1_Pos8_cell305_z5,19,19,Gut-tube,Gut-tube,1.488067966,-1.310569901,1,0
embryo1_Pos8_cell306_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.423754753,-0.654435085,1,0
embryo1_Pos8_cell306_z5,19,8,Gut-tube,Lateral-plate-mesoderm,1.487908261,-1.232656901,1,0
embryo1_Pos8_cell307_z2,8,10,Lateral-plate-mesoderm,Endothelium,1.421327506,-0.574261489,1,0
embryo1_Pos8_cell308_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.515785447,-1.204208922,1,0
embryo1_Pos8_cell309_z2,8,20,Lateral-plate-mesoderm,Intermediate-mesoderm,1.411933252,-0.770927225,1,0
embryo1_Pos8_cell31_z2,3,15,Low-quality,Neural-crest,0.654939552,-1.17080935,1,0
embryo1_Pos8_cell310_z2,8,8,Lateral-plate-mesoderm,Lateral-plate-mesoderm,1.437179533,-0.749816598,1,0
embryo1_Pos8_cell312_z5,19,19,Gut-tube,Gut-tube,1.505888939,-1.341006563,1,0
embryo1_Pos8_cell313_z2,8,19,Lateral-plate-mesoderm,Gut-tube,1.437948684,-1.252932213,1,0
embryo1_Pos8_cell314_z2,8,3,Lateral-plate-mesoderm,Low-quality,1.442673918,-0.721967828,1,0
embryo1_Pos8_cell315_z2,8,21,Lateral-plate-mesoderm,Mixed-mesenchymal-mesoderm,1.448714035,-1.104290168,1,0
embryo1_Pos8_cell317_z2,2,8,Splanchnic-mesoderm,Lateral-plate-mesoderm,1.456041856,-0.89648281,1,0
embryo1_Pos8_cell317_z5,19,19,Gut-tube,Gut-tube,1.52034991,-1.305600001,1,0
embryo1_Pos8_cell318_z5,19,19,Gut-tube,Gut-tube,1.520137047,-1.235466086,1,0
embryo1_Pos8_cell32_z2,15,3,Neural-crest,Low-quality,0.651623152,-1.133952719,1,0
embryo1_Pos8_cell32_z5,3,15,Low-quality,Neural-crest,0.668605636,-1.152603164,1,0
embryo1_Pos8_cell321_z2,19,19,Gut-tube,Gut-tube,1.455291871,-1.443942528,1,0
embryo1_Pos8_cell323_z2,10,8,Endothelium,Lateral-plate-mesoderm,1.456547919,-0.606377447,1,0
embryo1_Pos8_cell323_z5,19,3,Gut-tube,Low-quality,1.556399483,-1.067730135,1,0
embryo1_Pos8_cell324_z2,8,19,Lateral-plate-mesoderm,Gut-tube,1.455465335,-1.207778361,1,0
embryo1_Pos8_cell324_z5,19,3,Gut-tube,Low-quality,1.554389389,-1.151122055,1,0
embryo1_Pos8_cell326_z5,19,16,Gut-tube,Haematoendothelial-progenitors,1.545044315,-1.185348352,1,0
embryo1_Pos8_cell327_z2,19,8,Gut-tube,Lateral-plate-mesoderm,1.452509909,-1.356386834,1,0
embryo1_Pos8_cell329_z2,8,3,Lateral-plate-mesoderm,Low-quality,1.469306293,-1.064207193,1,0
embryo1_Pos8_cell329_z5,19,19,Gut-tube,Gut-tube,1.552400953,-1.249593994,1,0
embryo1_Pos8_cell33_z5,15,15,Neural-crest,Neural-crest,0.682495544,-1.050459638,1,0
embryo1_Pos8_cell330_z5,19,10,Gut-tube,Endothelium,1.572373594,-0.962668523,1,0
