barcode,zscore
embryo1_Pos11_cell271_z2,-0.544328652
embryo1_Pos11_cell273_z2,-0.544328652
embryo1_Pos11_cell274_z2,1.174173702
embryo1_Pos11_cell275_z2,-0.544328652
embryo1_Pos11_cell276_z2,-0.544328652
embryo1_Pos11_cell277_z2,-0.544328652
embryo1_Pos11_cell279_z2,-0.544328652
embryo1_Pos11_cell292_z2,-0.544328652
embryo1_Pos11_cell294_z2,1.005626014
embryo1_Pos11_cell295_z2,-0.544328652
embryo1_Pos11_cell298_z2,1.181483832
embryo1_Pos11_cell299_z2,1.504321871
embryo1_Pos11_cell301_z2,-0.544328652
embryo1_Pos11_cell304_z2,1.487249479
embryo1_Pos11_cell305_z2,-0.544328652
embryo1_Pos11_cell306_z2,-0.544328652
embryo1_Pos11_cell307_z2,1.529586765
embryo1_Pos11_cell309_z2,1.402821513
embryo1_Pos11_cell310_z2,-0.544328652
embryo1_Pos11_cell311_z2,1.618023756
embryo1_Pos11_cell312_z2,1.885124056
embryo1_Pos11_cell313_z2,-0.544328652
embryo1_Pos11_cell314_z2,-0.544328652
embryo1_Pos11_cell315_z2,-0.544328652
embryo1_Pos11_cell316_z2,-0.544328652
embryo1_Pos11_cell318_z2,-0.544328652
embryo1_Pos11_cell319_z2,1.388943472
embryo1_Pos11_cell321_z2,-0.544328652
embryo1_Pos11_cell322_z2,2.333716791
embryo1_Pos12_cell100_z2,-0.544328652
embryo1_Pos12_cell103_z2,-0.544328652
embryo1_Pos12_cell103_z5,-0.544328652
embryo1_Pos12_cell108_z2,-0.544328652
embryo1_Pos12_cell112_z5,-0.544328652
embryo1_Pos12_cell115_z2,1.281201272
embryo1_Pos12_cell118_z2,-0.544328652
embryo1_Pos12_cell120_z2,1.43937702
embryo1_Pos12_cell121_z2,-0.544328652
embryo1_Pos12_cell122_z2,0.838831752
embryo1_Pos12_cell123_z2,-0.544328652
embryo1_Pos12_cell126_z2,-0.544328652
embryo1_Pos12_cell127_z2,1.329014045
embryo1_Pos12_cell131_z2,-0.544328652
embryo1_Pos12_cell132_z2,-0.544328652
embryo1_Pos12_cell134_z2,-0.544328652
embryo1_Pos12_cell135_z2,-0.544328652
embryo1_Pos12_cell136_z2,-0.544328652
embryo1_Pos12_cell137_z2,-0.544328652
embryo1_Pos12_cell140_z2,-0.544328652
